"Trial","task_condition","RT","LinguisticSimilarity","VisualSimilarity_VGGF_L7","LgSUBTLWF.prime","LgSUBTLWF.target","Length.prime","Length.target","OLD.prime","OLD.target","PLD.prime","PLD.target","NSyll.prime","NSyll.target","LgSUBTLCD.prime","LgSUBTLCD.target"
"STOCK_MARKET","LDT_short",650.6875,0.60439,0.59362,3.114,3.267,5,6,1.55,1.85,1.3,1.8,1,2,2.89,3.075
"DAIRY_MILK","LDT_short",618.2188,0.60799,0.63785,2.155,3.337,5,4,1.75,1.5,1,1.55,2,1,2.021,3.101
"MONASTERY_MONK","LDT_short",721.2188,0.56246,0.68993,2.279,2.576,9,4,2.9,1.7,3.25,1.4,4,1,1.919,2.179
"PRIMATE_MONKEY","LDT_short",590.6875,0.3997,0.96213,1.556,3.233,7,6,2.05,1.9,2.5,1.7,2,2,1.447,2.894
"HOTEL_MOTEL","LDT_short",645.3871,0.59042,0.8961,3.721,2.967,5,5,1.85,1.8,2.45,2.2,2,2,3.306,2.672
"HELMET_MOTORCYCLE","LDT_short",708.125,0.44488,0.69098,2.685,2.659,6,10,2.35,4.65,2.2,5.55,2,4,2.483,2.387
"HILL_MOUNTAIN","LDT_short",668.9394,0.47318,0.96364,3.282,3.257,4,8,1.05,2.55,1,2.55,1,2,2.964,2.947
"TACK_NAIL","LDT_short",664.9032,0.18734,0.75045,2.037,2.979,4,4,1.1,1.25,1,1,1,1,1.869,2.852
"NIECE_NEPHEW","LDT_short",678.9688,0.59794,0.98972,2.688,2.928,5,6,1.85,2.8,1.35,3.45,1,2,2.441,2.678
"COLUMN_NEWSPAPER","LDT_short",735.1613,0.39684,0.74742,2.748,3.082,6,9,2.7,3.6,1.85,3.6,2,3,2.477,2.877
"UNIFORM_NURSE","LDT_short",551.8125,0.31145,0.86858,3.103,3.361,7,5,2.65,1.8,3.2,1.65,3,1,2.908,3.041
"CASHEW_NUT","LDT_short",634.75,0.40056,0.97942,1.079,2.902,6,3,1.9,1.4,1.75,1,2,1,0.903,2.742
"SQUID_OCTOPUS","LDT_short",742.0625,0.49765,0.94367,2.152,2,5,7,1.95,3,1.9,3,1,3,1.881,1.813
"POST_OFFICE","LDT_short",603.1212,0.41913,0.71607,3.219,4.017,4,6,1.25,2.5,1.2,2,1,2,3.003,3.599
"DOOR_OPEN","LDT_short",583,0.61099,0.71164,4.173,4.213,4,4,1.55,1.75,1,1.75,1,2,3.723,3.767
"TANGERINE_ORANGE","LDT_short",607.3438,0.44082,0.93256,1.591,3.057,9,6,3.05,1.85,4.65,1.95,3,2,1.398,2.836
"MICROWAVE_OVEN","LDT_short",616.8065,0.42802,0.96329,2.301,2.657,9,4,3.95,1.6,4.4,1.85,3,2,2.22,2.521
"ART_PAINT","LDT_short",711.625,0.36706,0.74845,3.558,3.274,3,5,1.1,1.5,1.3,1.25,1,1,3.205,3.011
"SKILLET_PAN","LDT_short",667.1875,0.45822,0.98415,1.799,2.798,7,3,2.5,1,2,1,2,1,1.518,2.565
"SLACKS_PANTS","LDT_short",657.5152,0.50198,0.87336,1.756,3.477,6,5,1.6,1.55,1.3,1.75,1,1,1.633,3.248
"SWING_PARK","LDT_short",602.129,0.15533,0.76979,3.123,3.566,5,4,1.35,1.2,1.1,1.1,1,1,2.933,3.273
"COBBLER_PEACH","LDT_short",686.5313,0.19341,0.80065,2.079,2.512,7,5,2.05,1.55,1.95,1.25,2,1,1.724,2.328
"BRITTLE_PEANUT","LDT_short",669,0.24894,0.92289,1.857,2.8,7,6,2.2,2.6,1.65,2.75,2,2,1.724,2.56
"QUILL_PEN","LDT_short",597.9063,0.49987,0.68659,2.146,3.101,5,3,1.9,1,1.35,1,1,1,1.204,2.912
"PEN_PENCIL","LDT_short",606,0.64202,0.61528,3.101,2.702,3,6,1,2.5,1,1.8,1,2,2.912,2.593
"SALT_PEPPER","LDT_short",607.875,0.45719,0.77449,2.998,2.653,4,6,1.6,1.85,1.3,1.65,1,2,2.788,2.428
"CITIZEN_PERSON","LDT_short",629,0.27239,0.91166,2.833,4.036,7,6,3,1.85,2.75,2,3,2,2.713,3.673
"DIAL_PHONE","LDT_short",548.0625,0.45394,0.77749,2.656,4.138,4,5,1.7,1.65,1.75,1,1,1,2.55,3.654
"KEYBOARD_PIANO","LDT_short",637.9394,0.47359,0.82018,1.968,3.103,8,5,3.25,1.95,2.8,2.1,2,3,1.826,2.777
"SOW_PIG","LDT_short",678.4848,0.36875,0.93982,1.996,3.3,3,3,1,1.25,1,1,1,1,1.909,3.024
"ORDINARY_PLAIN","LDT_short",701.9677,0.38546,0.64568,2.989,3.047,8,5,3,1.7,3.7,1.2,4,1,2.851,2.921
"AIRPORT_PLANE","LDT_short",651.4375,0.61488,0.94032,3.288,3.688,7,5,2.7,1.4,2.65,1.2,2,1,2.993,3.228
"SEED_PLANT","LDT_short",654.3125,0.43653,0.62888,2.588,3.149,4,5,1,1.55,1,1.6,1,1,2.446,2.92
"DISH_PLATE","LDT_short",635.1875,0.48118,0.67136,2.767,3.117,4,5,1.7,1.5,1.25,1.25,1,1,2.647,2.967
"OUTLET_PLUG","LDT_short",709.875,0.26098,0.6014,2.013,2.726,6,4,1.85,1.75,2.7,1.5,2,1,1.924,2.599
"PAN_POT","LDT_short",709.6563,0.35534,0.77553,2.798,3.061,3,3,1,1,1,1,1,1,2.565,2.883
"CHIP_POTATO","LDT_short",632.9688,0.39407,0.81876,3.022,2.761,4,6,1.35,2.5,1.2,2.8,1,3,2.691,2.587
"OUNCE_POUND","LDT_short",602.4688,0.44412,0.64737,2.316,2.851,5,5,1.75,1.55,1.85,1.4,1,1,2.164,2.694
"CONTROL_POWER","LDT_short",611.375,0.479,0.69725,3.824,3.881,7,5,2.85,1.45,2.55,1.25,2,1,3.514,3.474
"CANDIDATE_PRESIDENT","LDT_short",664.2258,0.32604,0.97308,2.639,3.856,9,9,3,2.35,2.85,2.6,3,3,2.444,3.191
"MONK_PRIEST","LDT_short",921.0313,0.45378,0.87881,2.576,3.126,4,6,1.7,1.95,1.4,1.75,1,1,2.179,2.719
"JAIL_PRISON","LDT_short",659.6563,0.75456,0.98857,3.557,3.527,4,6,1.35,1.9,1.55,1.8,1,2,3.232,3.184
"CUSTARD_PUDDING","LDT_short",644.871,0.45339,0.98159,1.813,2.498,7,7,2.7,1.85,1.75,1.55,2,2,1.613,2.303
"LEVER_PULL","LDT_short",583.875,0.33583,0.95124,2.215,3.873,5,4,1.35,1.3,1.45,1,2,1,2.029,3.566
"VIOLET_PURPLE","LDT_short",596.375,0.32104,0.96008,2.614,2.799,6,6,2.25,2,2.25,2,2,2,1.94,2.626
"KING_QUEEN","LDT_short",534,0.59911,0.6377,3.819,3.446,4,5,1.5,2,1,1.8,1,1,3.228,3.075
"CARROT_RABBIT","LDT_short",642.4545,0.30332,0.71471,2.292,3.029,6,6,1.9,2.5,1.65,1.8,2,2,2.093,2.651
"TELEVISION_RADIO","LDT_short",596.5938,0.54462,0.87345,3.238,3.595,10,5,3.7,1.85,4.55,1.85,4,3,2.971,3.211
"ROD_REEL","LDT_short",728.2813,0.43922,0.74455,2.739,2.223,3,4,1.1,1.35,1,1,1,1,2.425,2.045
"MAGNET_REFRIGERATOR","LDT_short",799.8125,0.29991,0.76129,2.149,2.631,6,12,2.1,4.25,2.05,5.35,2,5,1.978,2.498
"LIZARD_REPTILE","LDT_short",672.9063,0.50958,0.9578,2.394,1.863,6,7,2.5,2.5,1.75,2.6,2,2,2.064,1.732
"HOSTESS_RESTAURANT","LDT_short",662.5313,0.40659,0.80477,2.279,3.376,7,10,2.55,3.75,1.95,3.75,2,3,2.199,3.095
"BIKE_RIDE","LDT_short",619.3125,0.60842,0.79179,3.121,3.839,4,4,1.5,1,1,1,1,1,2.76,3.494
"DOORBELL_RING","LDT_short",671.6667,0.52844,0.90398,2.629,3.675,8,4,3.65,1.3,2.9,1,2,1,2.431,3.317
"STREET_ROAD","LDT_short",700.2121,0.47758,0.92121,3.878,3.757,6,4,1.95,1.55,1.6,1,1,1,3.533,3.442
"LAUNCH_ROCKET","LDT_short",597.2903,0.50351,0.76003,3.008,2.782,6,6,1.85,1.6,1.75,1.65,1,2,2.598,2.461
"FLOWER_ROSE","LDT_short",590.4063,0.54838,0.94086,3.065,3.432,6,4,1.65,1,1.7,1,1,1,2.799,2.92
"CYLINDER_ROUND","LDT_short",626.0625,0.20635,0.64794,1.909,3.531,8,5,2.8,1.45,2.35,1.1,3,1,1.732,3.278
"DRESSING_SALAD","LDT_short",784.5313,0.42856,0.99457,2.906,2.939,8,5,2.2,1.95,1.85,1.85,2,2,2.789,2.769
"CASTLE_SAND","LDT_short",622.4848,0.22742,0.74882,3.041,3.015,6,4,1.85,1.2,1.5,1,2,1,2.583,2.792
"SUB_SANDWICH","LDT_short",555.3226,0.11023,0.98849,2.592,3.049,3,8,1.25,3.7,1.1,2.85,1,2,2.161,2.874
"SILK_SATIN","LDT_short",756.5938,0.47787,0.97933,2.699,2.127,4,5,1.5,1.9,1.4,1.7,1,2,2.539,2
"SPAGHETTI_SAUCE","LDT_short",619.7813,0.36394,0.82547,2.481,2.901,9,5,4.6,1.75,3.55,1.1,3,1,2.29,2.693
"CHAIN_SAW","LDT_short",630.0313,0.16759,0.51916,3.035,4.312,5,3,1.8,1.1,1.7,1,1,1,2.869,3.808
"COLLEGE_SCHOOL","LDT_short",544.6563,0.65024,0.97628,3.638,4.23,7,6,2.3,2.3,2.2,1.45,2,1,3.284,3.656
"CHEMIST_SCIENTIST","LDT_short",718.8438,0.44939,0.92917,1.982,2.794,7,9,2.45,3.7,2.3,3.05,2,2,1.785,2.6
"LAMB_SHEEP","LDT_short",645.0313,0.52269,0.95191,2.735,2.836,4,5,1.65,1.6,1,1,1,1,2.509,2.594
"SEASHORE_SHELL","LDT_short",597.7742,0.22115,0.6003,1.398,2.829,8,5,2.9,1.55,2.7,1,2,1,1.342,2.606
"BLOUSE_SHIRT","LDT_short",652.5938,0.60882,0.95396,2.436,3.374,6,5,1.9,1.7,1.85,1.5,1,1,2.274,3.146
"SOCK_SHOE","LDT_short",681.5625,0.47665,0.80452,2.662,3.191,4,4,1.15,1.4,1,1,1,1,2.481,2.951
"MALL_SHOP","LDT_short",579.5,0.37782,0.964,2.985,3.437,4,4,1.1,1.4,1,1.1,1,1,2.63,3.208
"BATHTUB_SHOWER","LDT_short",697.125,0.52694,0.87311,2.494,3.322,7,6,3.2,1.8,3.6,1.25,2,1,2.352,3.114
"BILLBOARD_SIGN","LDT_short",598.2258,0.24885,0.93946,1.845,3.832,9,4,3.25,1.85,2.65,1,2,1,1.785,3.546
"FLOAT_SINK","LDT_short",626.9375,0.41615,0.44943,2.582,2.937,5,4,1.75,1.05,1.3,1,1,1,2.49,2.811
"TWIN_SISTER","LDT_short",570.3636,0.38994,0.98342,2.727,3.964,4,6,1.6,1.8,1.55,1.7,1,2,2.531,3.484
"SLOPE_SKI","LDT_short",648.9688,0.37877,0.73026,2.179,2.617,5,3,1.7,1.65,1.3,1.7,1,1,2.083,2.348
"CLOUD_SKY","LDT_short",656.4688,0.51685,0.98515,2.778,3.359,5,3,1.7,1.65,1.4,1.5,1,1,2.59,3.091
"SLIDE_SLIP","LDT_short",662.9375,0.43754,0.77059,2.959,3.121,5,4,1.65,1.3,1.15,1.05,1,1,2.756,3.019
"TRAMP_SLUT","LDT_short",632.7813,0.36945,0.9868,2.627,2.763,5,4,1.7,1.55,1.55,1.4,1,1,2.42,2.59
"COBRA_SNAKE","LDT_short",627.25,0.4789,0.91486,2.233,3.057,5,5,2,1.6,2.45,1.4,2,1,1.792,2.722
"SLEIGH_SNOW","LDT_short",570,0.39812,0.83535,2.225,3.204,6,4,2.45,1.5,1.1,1.45,1,1,1.857,2.889
"POP_SODA","LDT_short",625.6452,0.36695,0.73439,3.537,3.006,3,4,1,1.8,1,1.8,1,2,3.19,2.825
"CHICKEN_SOUP","LDT_short",592.0625,0.57871,0.60204,3.498,3.109,7,4,2.15,1.7,1.95,1,2,1,3.196,2.883
"SWEET_SOUR","LDT_short",632.875,0.44791,0.86547,3.87,2.474,5,4,1.6,1.3,1.5,1.35,1,1,3.554,2.4
"PASTA_SPAGHETTI","LDT_short",741.3438,0.53515,0.97442,2.337,2.481,5,9,1.85,4.6,2,3.55,2,3,2.146,2.29
"OREGANO_SPICE","LDT_short",687.3438,0.27222,0.7354,1.633,2.433,7,5,2.85,1.5,3,1.35,4,1,1.544,2.209
"COBWEB_SPIDER","LDT_short",647.2903,0.24788,0.81293,1.041,2.713,6,6,2.85,1.95,3.45,1.8,2,2,0.954,2.365
"FORK_SPOON","LDT_short",547.1613,0.38949,0.87614,2.654,2.59,4,5,1.45,1.75,1.15,1.45,1,1,2.501,2.433
"FALL_SPRING","LDT_short",586.3438,0.3239,0.60123,3.781,3.204,4,6,1.3,1.55,1,1.45,1,1,3.522,3.012
"CIRCLE_SQUARE","LDT_short",657.3125,0.25052,0.66326,3.041,3.21,6,6,2.25,1.85,1.85,1.8,2,1,2.839,3.031
"CHIPMUNK_SQUIRREL","LDT_short",685.625,0.43066,0.94436,1.633,2.447,8,8,3.8,2.85,3.9,3.35,2,2,1.477,2.22
"STAPLER_STAPLE","LDT_short",670.8438,0.33859,0.86152,1.653,1.763,7,6,1.9,1.8,2.8,1.85,3,2,1.491,1.716
"IRON_STEEL","LDT_short",760.0938,0.56886,0.60879,2.962,2.974,4,5,1.7,1.7,1.85,1.25,1,1,2.795,2.737
"DRUM_STICK","LDT_short",626.6667,0.29075,0.78212,2.636,3.695,4,5,1.8,1.5,1.5,1,1,1,2.433,3.477
"WAREHOUSE_STORAGE","LDT_short",628.2667,0.46179,0.77113,2.708,2.656,9,7,2.5,2.55,2.9,2.5,2,2,2.498,2.514
"GROCERY_STORE","LDT_short",537.8438,0.61769,0.94898,2.449,3.621,7,5,2.65,1.15,2.5,1.1,3,1,2.365,3.332
"APPLIANCE_STOVE","LDT_short",649.5313,0.37708,0.85766,1.623,2.589,9,5,3.25,1.55,2.65,1.55,2,1,1.544,2.452
"JOCK_STRAP","LDT_short",729.8182,0.23961,0.52937,2.661,2.422,4,5,1.5,1.7,1.3,1.7,1,1,2.179,2.338
"HUT_STRAW","LDT_short",591.25,0.1765,0.56148,2.829,2.504,3,5,1,1.8,1,1.8,1,1,2.326,2.393
"SHORTCAKE_STRAWBERRY","LDT_short",648.4063,0.58844,0.88002,1.431,2.452,9,10,3.6,4.35,3.7,3.75,2,3,1.204,2.223
"GUITAR_STRING","LDT_short",594.5625,0.35303,0.92076,2.901,2.811,6,6,2.8,1.6,2.65,1.25,2,1,2.534,2.704
"PERISCOPE_SUBMARINE","LDT_short",773.2581,0.46755,0.57695,1.851,2.56,9,9,3.7,3.15,3.7,4.45,3,3,1.447,2.149
"CANE_SUGAR","LDT_short",683.9355,0.37635,0.78329,2.629,3.285,4,5,1,1.95,1,1.9,1,2,2.212,3.06
"HERO_SUPERMAN","LDT_short",703.5313,0.47792,0.57208,3.405,2.795,4,8,1.55,2.95,1.6,4,2,3,3.14,2.22
"DINNER_SUPPER","LDT_short",618.25,0.64465,0.98054,4.014,2.995,6,6,1.75,1.85,1.4,1.65,2,2,3.598,2.772
"HONEY_SWEET","LDT_short",606.9688,0.55781,0.88389,4.185,3.87,5,5,1.75,1.6,1.4,1.5,2,1,3.622,3.554
"HAMMOCK_SWING","LDT_short",755,0.36203,0.64364,1.857,3.123,7,5,2.75,1.35,1.8,1.1,2,1,1.623,2.933
"SABER_SWORD","LDT_short",691.9375,0.3023,0.94221,1.623,3.126,5,5,1.8,1.8,1.6,1,2,1,1.532,2.666
"CHAIR_TABLE","LDT_short",599.8788,0.47415,0.90107,3.4,3.731,5,5,1.7,1.55,1.5,1.5,1,2,3.192,3.461
"SUN_TAN","LDT_short",629.9688,0.42726,0.65527,3.551,2.643,3,3,1,1,1,1,1,1,3.292,2.449
"SCOTCH_TAPE","LDT_short",656.1515,0.25612,0.82907,2.877,3.546,6,4,1.95,1.25,1.75,1.25,1,1,2.68,3.172
"COFFEE_TEA","LDT_short",697.8065,0.74466,0.91882,3.868,3.476,6,3,2.55,1.4,1.9,1,2,1,3.483,3.149
"STUDENT_TEACHER","LDT_short",558.125,0.61743,0.97053,3.342,3.454,7,7,2.75,1.9,2.85,1.85,2,2,3.057,3.116
"BOOTH_TELEPHONE","LDT_short",649.75,0.34044,0.79855,3.017,3.218,5,9,1.65,3.25,1.25,3.25,1,3,2.623,2.993
"SHRINE_TEMPLE","LDT_short",624.8182,0.59101,0.95356,2.182,2.952,6,6,1.85,1.95,1.8,1.95,1,2,1.973,2.613
"RACKET_TENNIS","LDT_short",589.0938,0.50254,0.91732,2.58,2.843,6,6,1.7,2.3,1.65,1.75,2,2,2.479,2.606
"CAMPING_TENT","LDT_short",680.7813,0.56166,0.89849,2.5,2.951,7,4,1.95,1,1.95,1,2,1,2.269,2.649
"NEEDLE_THREAD","LDT_short",617.871,0.37323,0.79608,2.785,2.422,6,6,2.15,1.85,1.65,1.5,2,1,2.636,2.324
"LION_TIGER","LDT_short",558.8387,0.54195,0.78966,2.894,2.976,4,5,1.7,1.7,1.55,1.55,1,2,2.517,2.645
"FLOOR_TILE","LDT_short",783.6452,0.28206,0.88081,3.71,2.037,5,4,1.85,1.1,1.45,1,1,1,3.437,1.898
"CINNAMON_TOAST","LDT_short",602.7097,0.24713,0.85051,2.185,3.232,8,5,3.9,1.85,2.6,1.4,3,1,2.004,3.043
"LETTUCE_TOMATO","LDT_short",680.6774,0.44314,0.79443,2.24,2.48,7,6,2.9,2.7,1.8,2.75,2,3,2.093,2.31
"PLIERS_TOOL","LDT_short",569.8438,0.2452,0.89377,1.778,2.74,6,4,1.95,1.45,1.8,1,1,1,1.699,2.568
"SURFACE_TOP","LDT_short",636.6129,0.1614,0.77116,2.969,3.833,7,3,2.5,1,1.75,1,2,1,2.736,3.557
"TRACTOR_TRAILER","LDT_short",574.3125,0.49459,0.83335,2.281,2.763,7,7,2.1,1.8,1.9,1.6,2,2,2.029,2.465
"STATION_TRAIN","LDT_short",656.4375,0.56647,0.93035,3.606,3.686,7,5,1.95,1.55,1.9,1.05,2,1,3.322,3.246
"PARK_TREE","LDT_short",576.375,0.20842,0.71373,3.566,3.521,4,4,1.2,1.65,1.1,1.25,1,1,3.273,3.21
"TORTOISE_TURTLE","LDT_short",639.0313,0.43564,0.56341,1.763,2.939,8,6,3.35,1.9,1.95,1.7,2,2,1.447,2.415
"POLE_VAULT","LDT_short",675,0.33592,0.71284,2.808,2.789,4,5,1.2,1.9,1,1.65,1,1,2.597,2.377
"RADISH_VEGETABLE","LDT_short",740.7188,0.29577,0.94678,1.505,2.465,6,9,1.9,2.9,1.9,3.55,2,3,1.431,2.378
"GRAPE_VINE","LDT_short",729.1563,0.51144,0.81243,2.312,2.033,5,4,1.4,1.25,1.05,1,1,1,2.14,1.909
"VIOLA_VIOLIN","LDT_short",839.3125,0.5157,0.96258,2.182,2.386,5,6,2.25,2.65,2.6,2.3,3,2,1.568,2.09
"PADDY_WAGON","LDT_short",742.8387,0.24963,0.60615,2.13,2.958,5,5,1.9,1.95,1.1,1.95,2,2,1.785,2.671
"PLASTER_WALL","LDT_short",649.0625,0.31175,0.6694,2.13,3.557,7,4,1.85,1.2,1.85,1,2,1,2.021,3.324
"MACHINE_WASHER","LDT_short",683.0645,0.25892,0.84197,3.554,2.021,7,6,2.35,1.85,2.55,1.95,2,2,3.274,1.909
"BAY_WATER","LDT_short",691.8438,0.13866,0.63655,3.092,4.06,3,5,1,1.5,1,1.55,1,2,2.788,3.616
"CLOTHES_WEAR","LDT_short",581.9688,0.54409,0.98153,3.713,3.746,7,4,2.35,1.05,1.15,1,1,1,3.446,3.495
"SPIDER_WEB","LDT_short",663.6563,0.28899,0.8374,2.713,2.673,6,3,1.95,1.7,1.8,1.7,2,1,2.365,2.461
"SCALE_WEIGHT","LDT_short",646.0625,0.21225,0.79729,2.687,3.267,5,6,1.55,1.65,1.3,1,1,1,2.593,3.113
"MAMMAL_WHALE","LDT_short",578.7813,0.42213,0.68227,1.799,2.76,6,5,2.2,1.75,1.9,1.7,2,1,1.724,2.365
"GRAIN_WHEAT","LDT_short",621.4242,0.61386,0.9891,2.387,2.468,5,5,1.55,1.8,1,1.6,1,1,2.255,2.31
"COOLER_WINE","LDT_short",586.0938,0.29305,0.67023,2.558,3.488,6,4,1.85,1,1.65,1,2,1,2.447,3.182
"ELECTRICIAN_WIRE","LDT_short",615.0625,0.28494,0.79413,1.887,3.147,11,4,3.8,1.05,4.5,1,4,1,1.778,2.914
"COYOTE_WOLF","LDT_short",583.871,0.42106,0.94131,2.269,3.015,6,4,2.8,1.9,2.15,1.85,3,1,2.033,2.576
"MAN_WOMAN","LDT_short",608.0645,0.70676,0.94392,4.974,4.346,3,5,1,1.9,1,1.85,1,2,3.906,3.773
"PANEL_WOOD","LDT_short",592.3636,0.07907,0.66662,2.572,3.139,5,4,1.85,1.45,1.8,1.35,2,1,2.405,2.878
"SHEEP_WOOL","LDT_short",560.3667,0.48372,0.67972,2.836,2.209,5,4,1.6,1.65,1,1.35,1,1,2.594,2.121
"FACTORY_WORKER","LDT_short",587.1515,0.44771,0.66644,2.933,2.747,7,6,2.55,1.8,2.65,1.95,3,2,2.685,2.622
"MAGGOT_WORM","LDT_short",710.9063,0.41351,0.92189,1.914,2.713,6,4,2.6,1.45,1.8,1.45,2,1,1.819,2.435
"JUNK_YARD","LDT_short",594.129,0.27505,0.63433,2.895,3.107,4,4,1.5,1.65,1.8,1.45,1,1,2.757,2.89
"DIP_ACTION","LDT_short",617.4688,0.053827,0.60283,2.61,3.494,3,6,1.2,1.85,1,1.8,1,2,2.502,3.269
"COAST_ACTOR","LDT_short",585.0606,0.097563,0.58835,3.134,3.128,5,5,1.65,1.9,1.15,1.75,1,2,2.901,2.76
"TENT_AREA","LDT_short",632.5,0.1779,0.68748,2.951,3.582,4,4,1,1.7,1,1.65,1,2,2.649,3.334
"TRACTOR_ARMS","LDT_short",668.4063,0.046774,0.77801,2.281,3.484,7,4,2.1,1.55,1.9,1.7,2,1,2.029,3.275
"BEARD_ARROW","LDT_short",628.1515,0.23112,0.75588,2.809,2.603,5,5,1.65,1.7,1,1.1,1,2,2.602,2.297
"CLOG_ASS","LDT_short",686.1563,0.1363,0.62557,1.623,4.062,4,3,1.7,1.45,1.65,1,1,1,1.462,3.529
"LINGERIE_ATTIC","LDT_short",742.2581,0.12925,0.70177,2.161,2.603,8,5,2.8,2.05,2.95,1.8,3,2,2.068,2.377
"SAPPHIRE_AUNT","LDT_short",846.7813,0.15256,0.68606,1.792,3.45,8,4,3.4,1.45,2.4,1.2,2,1,1.415,2.98
"INFERIOR_AUTO","LDT_short",701.8125,0.05338,0.70736,2.196,2.593,8,4,2.75,1.9,2.9,1.85,3,2,2.083,2.462
"VOLCANO_BASE","LDT_short",692.0938,0.18273,0.57545,2.233,3.256,7,4,2.95,1,3.7,1,3,1,2.037,3.005
"PRIMATE_BEAR","LDT_short",556.375,0.11959,0.85975,1.556,3.467,7,4,2.05,1,2.5,1,2,1,1.447,3.176
"DINNER_BEARD","LDT_short",802.6061,0.18451,0.70152,4.014,2.809,6,5,1.75,1.65,1.4,1,2,1,3.598,2.602
"SOCK_BEAST","LDT_short",697.7742,0.10567,0.73698,2.662,3.098,4,5,1.15,1.4,1,1.1,1,1,2.481,2.743
"CANDIDATE_BED","LDT_short",572.9375,0.046672,0.68145,2.639,3.98,9,3,3,1,2.85,1,3,1,2.444,3.614
"SYSTEM_BEER","LDT_short",646.4839,0.078614,0.78218,3.669,3.586,6,4,2.7,1.3,1.9,1,2,1,3.35,3.257
"CONVENT_BEGINNER","LDT_short",738.7576,0.10714,0.63392,2.233,2,7,8,1.8,2.9,2.9,2.65,2,3,1.978,1.919
"DAIRY_BELT","LDT_short",642.5455,0.022094,0.60985,2.155,3.095,5,4,1.75,1.3,1,1,2,1,2.021,2.924
"RUNNER_BICYCLE","LDT_short",659.3939,0.17001,0.78787,2.405,2.529,6,7,1.9,2.75,1.75,2.65,2,3,2.193,2.38
"ROCK_BIKE","LDT_short",620.5806,0.12743,0.57758,3.643,3.121,4,4,1.2,1.5,1,1,1,1,3.28,2.76
"LID_BIRD","LDT_short",736,0.24564,0.692,2.401,3.365,3,4,1.15,1.75,1,1,1,1,2.342,3.078
"COOLER_BITCH","LDT_short",672.7742,0.23743,0.63618,2.558,3.935,6,5,1.85,1.5,1.65,1.25,2,1,2.447,3.455
"SIDE_BITE","LDT_short",698.5313,0.19888,0.54794,4.011,3.318,4,4,1.2,1.35,1,1,1,1,3.675,3.176
"BRITTLE_BOARD","LDT_short",646.6875,0.046591,0.64996,1.857,3.515,7,5,2.2,1.7,1.65,1,2,1,1.724,3.226
"KNAPSACK_BOY","LDT_short",692.9688,0.25518,0.67605,1.532,4.432,8,3,3.7,1,2.9,1.2,2,1,1.447,3.788
"SICKLE_BRA","LDT_short",712.1212,-0.00949,0.73606,1.462,2.747,6,3,1.75,1.6,1.5,1.7,2,1,1.255,2.51
"SCHOOL_BRICK","LDT_short",705.5313,0.20957,0.79571,4.23,2.716,6,5,2.3,1.6,1.45,1.15,1,1,3.656,2.408
"GULLY_BRIDE","LDT_short",674.3125,0.13834,0.61807,1.681,3.092,5,5,1.7,1.55,1.25,1.2,2,1,1.415,2.805
"BEEF_BUG","LDT_short",687.1563,0.12711,0.61939,3.003,3.029,4,3,1.6,1.05,1,1,1,1,2.809,2.766
"RADISH_CALL","LDT_short",668.7188,0.18942,0.74854,1.505,4.643,6,4,1.9,1.25,1.9,1,2,1,1.431,3.878
"CLOTH_CAMP","LDT_short",683.9688,0.060192,0.6781,2.494,3.417,5,4,1.85,1.2,1.65,1.3,1,1,2.375,3.039
"CAPTIVE_CANDY","LDT_short",679.1563,0.11038,0.70248,2.068,3.261,7,5,2.5,1.65,2.65,1.1,2,2,1.991,2.956
"GENERAL_CAR","LDT_short",647.8485,0.096455,0.69447,3.77,4.392,7,3,2.2,1,2.6,1,2,1,3.201,3.712
"PICK_CARROT","LDT_short",661.3438,0.16554,0.82124,4.005,2.292,4,6,1.15,1.9,1,1.65,1,2,3.675,2.093
"BEE_CASTLE","LDT_short",737.875,-0.03855,0.53906,2.724,3.041,3,6,1.1,1.85,1,1.5,1,2,2.396,2.583
"GRAVEL_CHAIR","LDT_short",561.1935,0.15549,0.70224,1.869,3.4,6,5,1.55,1.7,1.8,1.5,2,1,1.699,3.192
"ART_CHEESE","LDT_short",693.125,0.11576,0.7997,3.558,3.299,3,6,1.1,2,1.3,1.5,1,1,3.205,3.054
"CHAIN_CHINA","LDT_short",664.0313,0.1159,0.55017,3.035,3.103,5,5,1.8,1.9,1.7,1.95,1,2,2.869,2.801
"BOW_CHURCH","LDT_short",633.0313,0.15446,0.91725,3.015,3.551,3,6,1,2.4,1,2.2,1,1,2.785,3.127
"SILK_CIRCLE","LDT_short",701.8125,0.10227,0.82379,2.699,3.041,4,6,1.5,2.25,1.4,1.85,1,2,2.539,2.839
"SACK_CLAM","LDT_short",837.5625,0.1846,0.64816,2.82,2.303,4,4,1,1.45,1,1.15,1,1,2.703,2.201
"CAMERA_CLAY","LDT_short",691.7273,0.18822,0.75849,3.464,2.788,6,4,2.1,1.55,1.95,1.55,2,1,3.142,2.334
"ASTRONAUT_CLIMB","LDT_short",717.1563,0.19202,0.59585,2.308,3.003,9,5,3.75,1.85,3.8,1.6,3,1,2,2.86
"DEVIL_CLUB","LDT_short",638.875,0.17119,0.73715,3.324,3.702,5,4,1.9,1.85,1.8,1.75,2,1,3.069,3.334
"CHAIR_COFFEE","LDT_short",598.0938,0.2642,0.74487,3.4,3.868,5,6,1.7,2.55,1.5,1.9,1,2,3.192,3.483
