"SUBJECT","school","saccade","stroop","stroop_err","ospan","Zstroop","Zstroop_err","zstrcomb","ac","passage","vocaba","vocabb","vocabc","meq","age","gender","education","vision"
382,"suny",0.54,151.47,0.03,49,0.513279640804065,-0.425541864356709,0.0438688882236778,-0.531187817360973,33,12,12,9,40,18,"m",13,1
383,"suny",0.54,62.21,0.06,39,-0.957025243961981,0.069236281844684,-0.443894481058648,-0.597143687474692,32,12,12,10,38,19,"M",12,2
384,"suny",0.88,193.58,0.09,56,1.20692224328556,0.564014428046077,0.885468335665818,0.413397982243997,35,18,18,13,36,21,"M",15,1
385,"nebraska",0.73,129.2,0,39,0.146444666753652,-0.920320010558102,-0.386937671902225,0.0308496952746011,38,20,18,15,53,25,"f",16,2
386,"nebraska",0.58,-6.6,0.09,37,-2.09047448349538,0.564014428046077,-0.763230027724653,-0.345835740696073,38,20,18,15,58,20,"f",19,1
387,"nebraska",0.71,164.04,0.09,48,0.720334675550974,0.564014428046077,0.642174551798526,-0.313232645225023,27,8,16,9,27,19,"m",3,5
388,"nebraska",0.88,35.71,0,75,-1.39353744927567,-0.920320010558102,-1.15692872991689,2.21892173442008,43,22,22,17,43,21,"m",16,1
389,"nebraska",0.85,174.61,0.06,38,0.894445392915719,0.069236281844684,0.481840837380202,-0.0779960323012785,35,17,18,15,60,35,"f",16,3
390,"nebraska",0.42,88.83,0.06,31,-0.518536379605358,0.069236281844684,-0.224650048880337,-1.41177623983963,31,12,15,9,49,5,"m",20,2
391,"nebraska",0.94,83.15,0,56,-0.612098240970708,-0.920320010558102,-0.766209125764405,1.55655590848131,41,18,20,16,37,19,"f",NA,6
392,"nebraska",0.79,92.97,0,43,-0.450341642624276,-0.920320010558102,-0.685330826591189,0.544989350558305,44,22,22,17,42,20,"m",15,1
393,"nebraska",0.81,25.07,0,61,-1.56880121774879,-0.920320010558102,-1.24456061415345,1.54650495337733,40,21,20,17,46,30,"m",11,2
394,"nebraska",0.71,160.12,0.09,75,0.65576381348193,0.564014428046077,0.609889120764004,0.628371839875674,40,21,23,25,40,2,"m",14,15
395,"nebraska",0.73,145.2,0,40,0.409999205810976,-0.920320010558102,-0.255160402373563,-0.00952402429637259,41,23,21,17,35,32,"m",6,2
396,"nebraska",0.81,138.65,0.06,43,0.302106566384384,0.069236281844684,0.185671424114534,0.121596170856523,39,19,19,15,42,21,"f",15,3
397,"nebraska",0.63,108.28,-0.03,61,-0.198152893063799,-1.41509815675949,-0.806625524911647,0.673206401452391,42,18,19,13,55,22,"f",16,1
398,"nebraska",0.81,183.74,0,63,1.0448362017653,-0.920320010558102,0.0622580956036016,0.875385898582977,38,18,17,15,35,20,"f",13,2
399,"nebraska",0.58,250.35,0,23,2.14204669217833,-0.920320010558102,0.610863340810112,-1.60218597410125,38,17,15,13,39,20,"f",15,1
400,"nebraska",0.85,184.97,0.03,55,1.06509695695534,-0.425541864356709,0.319777546299314,0.595072556069783,28,20,17,11,45,19,"wf",13,2
401,"nebraska",0.75,99.65,0,34,-0.340307622567843,-0.920320010558102,-0.630313816562972,0.0670830080084871,36,22,19,14,51,28,"f",18,2
402,"nebraska",0.58,122.1,0.06,75,0.0294923400469645,0.069236281844684,0.0493643109458242,0.493833981674693,42,23,24,17,44,19,"m",13,2
403,"nebraska",0.73,115.6,0.03,22,-0.0775766914450733,-0.425541864356709,-0.251559277900891,-0.62711820599838,39,16,19,13,44,0,"f",14,1
404,"nebraska",0.85,99.41,0.06,29,-0.344260940653703,0.069236281844684,-0.137512329404509,-0.0352891217019919,45,21,23,16,48,28,"m",14,1
405,"nebraska",0.69,138.33,0.14,38,0.296835475603238,1.38864467171507,0.842740073659151,-0.838203522753046,36,18,22,11,41,27,"m",12,2
406,"nebraska",0.77,76.53,0.06,54,-0.721143931505676,0.069236281844684,-0.325953824830496,0.648297888656832,44,20,22,15,33,21,"f",14,5
407,"nebraska",0.54,79.61,0.11,55,-0.670409682737141,0.893866525513672,0.111728421388266,-0.364403325604449,38,8,20,13,54,31,"m",15,2
408,"nebraska",0.83,118.39,0.08,36,-0.0316193686969524,0.399088379312279,0.183734505307663,-0.04719344421608,33,14,18,13,58,32,"m",12,1
409,"nebraska",0.65,93.18,0.03,47,-0.446882489299148,-0.425541864356709,-0.436212176827928,0.0543248796489884,34,17,20,13,38,23,"f",16,1
410,"nebraska",0.83,119.76,0.09,57,-0.00905251129016896,0.564014428046077,0.277480958377954,0.617905547976777,43,21,18,7,42,19,"f",12,2
411,"nebraska",0.73,220.5,0,68,1.65035275524951,-0.920320010558102,0.365016372345702,0.597056914585012,42,17,21,16,59,26,"f",16,1
412,"nebraska",0.58,142.01,0.09,36,0.357453019586422,0.564014428046077,0.460733723816249,-1.07266081841366,44,21,21,15,57,22,"m",12,1
413,"nebraska",0.79,105.96,0.03,68,-0.236368301227111,-0.425541864356709,-0.33095508279191,1.19939141865376,34,16,11,13,55,23,"f",18,2
414,"nebraska",0.77,89.39,0.03,69,-0.509311970738352,-0.425541864356709,-0.46742691754753,1.24131956281066,43,20,21,14,51,23,"f",16,1
415,"nebraska",0.52,176.8,-0.03,26,0.930519420449191,-1.41509815675949,-0.242289368155152,-1.22529558225769,36,15,17,11,42,19,"f",13,1
416,"nebraska",0.85,213.63,0.03,57,1.53718902504177,-0.425541864356709,0.555823580342529,0.529891874615362,43,19,20,15,64,9,"f",12,2
417,"nebraska",0.56,101.1,0.03,36,-0.316422992465773,-0.425541864356709,-0.370982428411241,-0.6714992058285,38,18,19,14,34,25,"f",12,4
418,"nebraska",0.73,83.92,0,48,-0.599414678778574,-0.920320010558102,-0.759867344668338,0.549664630840956,34,18,20,16,49,25,"f",18,1
419,"nebraska",0.73,124.53,0.06,66,0.0695196856662956,0.069236281844684,0.0693779837554898,0.695960248098733,41,21,20,17,55,1,"f",15,2
420,"nebraska",0.67,257.94,0.09,49,2.26707037664364,0.564014428046077,1.41554240234486,-0.855670008485113,42,19,19,13,57,19,"f",14,1
421,"nebraska",0.46,184.4,0.03,54,1.05570782650142,-0.425541864356709,0.315082981072355,-0.791666297783122,46,19,22,17,54,21,"f",15,3
422,"nebraska",0.81,120.62,0.03,68,0.00511354518416219,-0.425541864356709,-0.210214159586273,1.20056279749582,41,19,20,14,64,20,"m",14,1
423,"nebraska",0.83,77.77,0.03,42,-0.700718454728733,-0.425541864356709,-0.563130159542721,0.580634429074966,40,21,22,15,34,22,"m",14,1
424,"nebraska",0.81,67.23,0.08,35,-0.874335007332745,0.399088379312279,-0.237623314010233,0.0875533673494433,45,22,22,17,31,21,"m",15,1
425,"nebraska",0.75,94.05,0.02,33,-0.432551711237906,-0.590467913090507,-0.511509812164206,-0.0343444342888239,40,19,20,14,48,20,"m",13,1
426,"nebraska",0.44,161.61,0,10,0.680307329931644,-0.920320010558102,-0.120006340313229,-2.11964469543788,38,14,16,12,44,31,"f",16,2
427,"nebraska",0.83,54.67,0.03,49,-1.08122532049274,-0.425541864356709,-0.753383592424727,0.927679758420931,39,19,19,14,50,21,"m",15,1
428,"nebraska",0.71,144.77,0.06,40,0.40291617757381,0.069236281844684,0.236076229709247,-0.357006709714154,27,15,16,11,43,21,"f",14,2
429,"nebraska",0.46,92.67,0.03,0,-0.4552832902316,-0.425541864356709,-0.440412577294155,-2.21080878207222,38,15,19,12,34,21,"f",15,1
430,"nebraska",0.77,192.17,0.22,61,1.18369649953113,2.70805306158545,1.94587478055829,-0.397921682322297,38,19,19,13,43,20,"f",14,1
431,"nebraska",0.65,246.28,0.19,18,2.07500500630562,2.21327491538405,2.14413996084484,-2.39759742479613,34,16,12,10,37,20,"f",12,1
432,"nebraska",0.73,140.76,0.06,57,0.336862821222568,0.069236281844684,0.203049551533626,0.312538818766706,42,20,18,13,74,28,"f",5,3
433,"nebraska",0.54,235.74,0.12,26,1.90138845370161,1.05879257424747,1.48009051397454,-2.13047391466626,33,18,19,9,34,20,NA,14,1
434,"nebraska",0.88,166.51,0,61,0.761020907517949,-0.920320010558102,-0.0796495515200764,1.13053535705607,40,18,20,12,46,20,"f",14,1
435,"nebraska",0.65,98.68,0.03,22,-0.356285616498193,-0.425541864356709,-0.390913740427451,-0.826248371283905,31,13,15,13,48,19,"f",13,2
436,"nebraska",0.69,130.08,0.17,29,0.160940166401805,1.88342281791646,1.02218149215913,-1.24752560263718,39,15,17,12,42,19,"f",3,2
437,"nebraska",0.54,158.09,0.22,26,0.622325331339032,2.70805306158545,1.66518919646224,-2.23521920478976,43,20,20,14,48,20,"f",13,3
438,"nebraska",0.65,123.87,0.06,53,0.0586480609301811,0.069236281844684,0.0639421713874325,-0.0235214666577829,34,13,14,12,42,19,"f",12,1
439,"nebraska",0.94,94.34,0.14,61,-0.427774785217492,1.38864467171507,0.480434943248786,1.02208173926422,35,18,18,13,38,22,"f",16,1
440,"nebraska",0.88,132.93,0.06,48,0.207885818671391,0.069236281844684,0.138561050258037,0.562483927667999,38,18,18,13,41,26,"f",15,2
441,"nebraska",0.73,126.19,0.06,61,0.0968634690934929,0.069236281844684,0.0830498754690885,0.517235602611251,40,19,19,14,45,19,"f",13,2
442,"nebraska",0.9,164.33,0.03,62,0.725111601571389,-0.425541864356709,0.14978486860734,1.10439586705282,41,20,20,15,49,21,"f",15,3
443,"nebraska",0.54,92.63,0.14,7,-0.455942176579244,1.38864467171507,0.466351247567911,-2.20656403474471,34,16,16,13,47,20,"f",13,1
444,"nebraska",0.77,97.74,0.06,22,-0.371769445667811,0.069236281844684,-0.151266581911564,-0.544878075061898,35,14,11,10,54,20,"m",13,3
445,"nebraska",0.88,153.38,0.06,49,0.544741463904033,0.069236281844684,0.306988872874358,0.501370066866638,43,19,21,12,42,19,"m",13,1
446,"nebraska",0.48,54.31,0.03,18,-1.08715529762153,-0.425541864356709,-0.756348580989121,-1.34697043137582,36,7,14,10,64,24,"m",14,1
447,"nebraska",0.79,113.82,0.06,28,-0.106897133915201,0.069236281844684,-0.0188304260352583,-0.345139450146781,44,19,24,14,52,19,"f",13,5
448,"nebraska",0.79,219.26,0.12,36,1.62992727847256,1.05879257424747,1.34435992636002,-0.842973143432765,38,19,18,11,54,21,"f",15,3
449,"nebraska",0.9,143.62,0.03,55,0.383973195079065,-0.425541864356709,-0.0207843346388218,0.961536062943546,38,20,20,13,40,20,"m",13,1
450,"nebraska",0.83,92.29,0,37,-0.461542710534212,-0.920320010558102,-0.690931360546157,0.48196783663332,43,21,22,15,58,28,"m",14,2
451,"nebraska",0.75,174.16,0.09,46,0.887032921504732,0.564014428046077,0.725523674775404,-0.289799483848144,43,19,22,12,51,19,"m",12,2
452,"nebraska",0.71,159.71,0.03,26,0.649010228418586,-0.425541864356709,0.111734182030939,-0.765408971296269,35,15,18,14,41,24,"m",16,1
453,"nebraska",0.96,125.07,0.03,48,0.0784146513594802,-0.425541864356709,-0.173563606498614,1.01710111586718,38,20,18,13,43,19,"m",13,4
454,"nebraska",0.71,137.72,0.03,40,0.286787458801677,-0.425541864356709,-0.069377202777516,-0.184154002309438,40,17,18,12,29,22,"f",15,1
455,"nebraska",0.79,68.99,0.06,36,-0.84534400803644,0.069236281844684,-0.388053863095878,0.13738059302653,37,15,15,12,40,18,"m",12,2
456,"nebraska",0.83,43.67,0,57,-1.26241906609465,-0.920320010558102,-1.09136953832638,1.39252285203306,37,16,18,13,48,18,"m",12,2
457,"nebraska",0.54,195.59,0.03,45,1.24003128225464,-0.425541864356709,0.407244708948963,-0.873608460387082,34,16,15,12,37,18,"f",12,1
458,"nebraska",0.83,109.15,0.08,32,-0.183822115002557,0.399088379312279,0.107633132154861,-0.140918820713315,41,19,18,14,57,21,"f",14,1
459,"nebraska",0.71,88.29,0.11,14,-0.527431345298543,0.893866525513672,0.183217590107565,-1.2162315354629,33,14,16,11,42,21,"F",15,1
460,"nebraska",0.92,168.3,0.11,26,0.790506071574987,0.893866525513672,0.84218629854433,-0.449041781015633,34,16,15,12,38,23,"m",14,1
461,"nebraska",0.73,160.61,0.05,32,0.663835171240561,-0.0956897668891135,0.284072702175724,-0.588250651468917,28,9,12,12,42,19,"f",14,NA
462,"nebraska",0.63,-20.83,0.06,20,-2.32487330166949,0.069236281844684,-1.1278185099124,-0.547134617420657,32,16,17,12,47.5,19,"f",12,5
463,"nebraska",0.88,106.69,0.06,55,-0.22434362538262,0.069236281844684,-0.0775536717689682,0.924163873522597,38,17,18,13,55.5,19,"m",13,2
464,"nebraska",0.85,121.55,0.03,36,0.020432652766869,-0.425541864356709,-0.20255460579492,0.240900603826898,34,19,17,13,42,19,"m",13,2
465,"nebraska",0.79,319.43,0.09,26,3.27994341455832,0.564014428046077,1.9219789213022,-1.51181706943835,37,17,17,12,38,24,"M",15,2
466,"nebraska",0.79,-87.99,0.11,44,-3.43114347936261,0.893866525513672,-1.26863847692447,0.909274250850041,35,17,14,16,49,24,"f",12,1
467,"nebraska",0.69,87.06,0,48,-0.547692100488575,-0.920320010558102,-0.734006055523338,0.396035359822352,42,18,19,12,42,20,"f",14,2
468,"nebraska",0.81,233.67,0.09,27,1.86729108521107,0.564014428046077,1.21565275662857,-1.00842002993316,36,17,18,12,40,9,"F",12,2
469,"nebraska",0.83,70.18,0,32,-0.825742139194051,-0.920320010558102,-0.873031074876076,0.41402817025737,38,17,15,12,30.5,23,"F",12,2
470,"nebraska",0.81,68.11,0.19,49,-0.859839507684592,2.21327491538405,0.67671770384973,0.048903979417834,44,18,20,13,27.5,20,"M",13,5
471,"nebraska",0.73,213.07,0.11,6,1.52796461617476,0.893866525513672,1.21091557084422,-2.00187768764403,32,13,16,13,54,24,"f",15,2
472,"nebraska",0.73,139.3,0.03,40,0.312813469533588,-0.425541864356709,-0.0563641974115605,-0.122020590367713,37,16,20,12,46.5,20,"M",13,1
473,"nebraska",0.5,118.23,0.03,28,-0.0342549140875256,-0.425541864356709,-0.229898389222117,-1.23340967748997,33,13,11,12,42,21,"F",13,2
474,"nebraska",0.6,127.71,0,36,0.121901150303939,-0.920320010558102,-0.399209430127081,-0.516531204321644,41,17,18,15,42,18,"f",12,6
475,"nebraska",0.6,248.48,0.06,12,2.111243755426,0.069236281844684,1.09024001863534,-2.18013591066688,44,19,21,19,35,21,"m",14,2
476,"nebraska",0.67,126.81,0.11,43,0.107076207481964,0.893866525513672,0.500471366497818,-0.543026913552376,35,17,17,13,42,19,"m",13,2
477,"nebraska",0.69,122.08,0.03,52,0.0291628968731429,-0.425541864356709,-0.198189483741783,0.229613007511464,35,17,21,13,51,19,"f",12,1
478,"nebraska",0.48,178.85,0.14,9,0.96428734576591,1.38864467171507,1.17646600874049,-2.74850692924973,31,15,15,14,47,19,"f",13,1
479,"nebraska",0.71,218.43,0.06,26,1.61625538675896,0.069236281844684,0.842745834301824,-1.17908035226821,36,18,16,12,32,19,"f",3,5
480,"nebraska",0.65,226.2,0.06,40,1.74424405978868,0.069236281844684,0.906740170816681,-0.945019972465732,37,17,18,13,66.5,21,"f",16,1
481,"nebraska",0.92,120.03,0.06,55,-0.00460502844357668,0.069236281844684,0.0323156267005536,1.00098471140035,39,20,19,13,40.5,18,"m",12,2
482,"nebraska",0.52,48.6,0,12,-1.18121132374762,-0.920320010558102,-1.05076566715286,-1.24655386380291,35,16,15,15,66.5,19,"f",13,3
483,"nebraska",0.58,130.43,0.03,33,0.166705421943684,-0.425541864356709,-0.129418221206513,-0.841293106679892,45,15,18,12,61,20,"f",13,1
484,"nebraska",0.73,206.87,0.11,39,1.42583723229005,0.893866525513672,1.15985187890186,-0.844461344660749,32,19,16,12,52.5,19,"f",12,2
485,"nebraska",0.79,106.99,0.03,58,-0.219401977775296,-0.425541864356709,-0.322471921066002,0.852615144177127,37,18,17,15,57,22,"f",13,2
486,"nebraska",0.75,185.09,0.08,28,1.06707361599827,0.399088379312279,0.733080997655273,-0.909632434321374,22,11,12,10,41.5,18,"f",12,1
487,"nebraska",0.75,154.64,0.04,29,0.565496383854797,-0.260615815622911,0.152440284115943,-0.546856723962645,45,22,20,15,41,21,"M",14,1
488,"nebraska",0.85,119.57,0.11,26,-0.0121822214414749,0.893866525513672,0.440842152036099,-0.465166228170602,41,18,20,13,41,18,"f",12,6
489,"nebraska",0.81,45.5,0,29,-1.23227501568997,-0.920320010558102,-1.07629751312404,0.356964340256285,32,17,15,12,49.5,19,"f",12,7
490,"nebraska",0.6,209.94,0.3,37,1.47640675947167,4.02746145145583,2.75193410546375,-2.2655307837704,36,17,20,12,33,19,"f",12,1
491,"nebraska",1,109.76,0.03,50,-0.173774098200996,-0.425541864356709,-0.299657981278853,1.29584632710254,38,19,19,12,52,20,"m",13,1
492,"nebraska",0.71,150.44,-0.03,28,0.496313317352249,-1.41509815675949,-0.459392419703623,-0.373819616476058,33,16,15,9,38,20,"f",3,1
493,"nebraska",0.92,144.12,0.03,47,0.392209274424607,-0.425541864356709,-0.0166662949660512,0.755122439327037,37,16,15,11,59.5,19,"f",12,1
494,"nebraska",0.71,220.31,0.03,33,1.6472230450982,-0.425541864356709,0.610840590370746,-0.808464725317372,31,15,11,10,42.5,19,"f",12,1
495,"nebraska",1,107.55,0.08,49,-0.210177568908289,0.399088379312279,0.094455405201995,1.03862436097427,39,18,22,11,37,21,"m",13,2
496,"nebraska",0.77,32.94,0.14,38,-1.43916532884997,1.38864467171507,-0.0252603285674536,-0.0690224195150012,31,14,11,12,53.5,24,"f",15,1
497,"nebraska",0.73,105.94,0.06,68,-0.236697744400933,0.069236281844684,-0.0837307312781243,0.850997920157979,39,18,19,14,41,20,"m",13,1
498,"nebraska",0.71,80.24,0.08,47,-0.660032222761759,0.399088379312279,-0.13047192172474,0.0898018442738615,36,15,18,14,41,19,"f",14,2
499,"nebraska",0.88,102.53,0,59,-0.292867805537525,-0.920320010558102,-0.606593908047813,1.36033217070314,36,13,16,14,33,19,"f",12,3
500,"nebraska",0.77,61.05,0.06,26,-0.976132948043637,0.069236281844684,-0.453448333099476,-0.237086476831696,32,16,15,12,43,8,"m",12,1
501,"nebraska",0.83,195.15,0.06,54,1.23278353243056,0.069236281844684,0.651009907137621,0.30393693721986,43,20,20,16,39,19,"f",13,2
502,"nebraska",0.46,110.83,0.14,23,-0.156148888401538,1.38864467171507,0.616247891656764,-2.02221699519547,31,17,19,12,50.5,19,"f",13,1
503,"nebraska",0.69,75.03,0.06,37,-0.7458521695423,0.069236281844684,-0.338307943848808,-0.204059132110459,39,16,18,11,39,24,"F",15,1
504,"nebraska",0.48,135,0,10,0.241983187161932,-0.920320010558102,-0.339168411698085,-1.85662865707608,33,12,15,11,50,20,"m",14,1
505,"nebraska",0.44,316.56,0.16,10,3.23266831911491,1.71849676918266,2.47558254414879,-3.58845963831232,36,15,15,11,53,18,"f",12,5
506,"nebraska",0.67,46.7,0.06,49,-1.21250842526067,0.069236281844684,-0.571636071707995,0.268852235511256,36,19,17,10,41.5,21,"f",15,1
507,"nebraska",0.88,133.7,0.11,52,0.220569380863524,0.893866525513672,0.557217953188598,0.462360931676873,38,15,19,15,49,20,"f",15,1
508,"nebraska",0.9,149.02,0.03,48,0.472922852010912,-0.425541864356709,0.0236904938271016,0.696985227929685,32,20,20,12,50,20,"M",13,2
509,"nebraska",0.83,74.31,0.08,68,-0.757712123799879,0.399088379312279,-0.1793118722438,1.25257286330916,42,18,21,12,33,20,"m",13,2
510,"nebraska",0.88,78.6,0.12,37,-0.687046563015135,1.05879257424747,0.185873005616168,0.159537295071232,35,18,16,13,47.5,25,"f",13,1
511,"nebraska",0.54,134.18,-0.03,35,0.228476017035244,-1.41509815675949,-0.593311069862125,-0.64938079711564,37,16,14,12,40,22,"f",15,1
512,"nebraska",0.88,86.86,0.03,68,-0.550986532226791,-0.425541864356709,-0.48826419829175,1.60114887388555,43,16,18,16,21,21,"m",15,2
