"Occurrences","Word","LgSUBTLWF","OLD","PLD","NSyll"
"1","coupon","2.049","2.300","2.400","2"
"1","coups","0.699","1.700","1.000","1"
"1","courageous","2.209","3.300","3.500","3"
"1","courageously","1.079","4.250","4.550","4"
"1","courier","2.228","2.050","1.950","2"
"1","course","4.395","1.850","1.050","1"
"1","courses","2.292","1.900","1.700","2"
"1","coursing","1.398","1.900","1.850","2"
"1","court","3.711","1.850","1.000","1"
"1","court's","#","#","#","1"
"1","courteous","1.799","2.800","2.800","2"
"1","courting","1.924","1.900","1.750","2"
"1","courtliness","#","3.800","3.700","3"
"1","courtly","1.000","2.300","1.750","2"
"1","courts","2.479","1.900","1.250","1"
"1","courtyard","2.041","3.550","3.650","2"
"1","couscous","1.176","3.000","2.900","2"
"1","cousin's","#","#","#","2"
"1","cousins","2.578","2.550","2.150","2"
"1","couth","0.903","1.750","3.000","#"
"1","couture","1.230","2.600","2.750","2"
"1","covenant","2.534","2.900","3.150","3"
"1","Coventry","1.505","2.850","3.650","3"
"1","cover","3.682","1.250","1.650","2"
"1","covered","3.208","1.900","1.750","2"
"1","covers","2.680","1.700","1.700","2"
"1","covertly","1.279","2.500","3.100","3"
"1","covet","1.690","1.700","1.950","2"
"1","coveted","1.602","2.350","2.750","3"
"1","coveting","1.204","2.300","2.500","3"
"1","covetousness","0.301","4.750","4.350","4"
"1","cow","3.115","1.000","1.000","1"
"1","coward","2.866","1.900","1.950","1"
"1","cowardly","2.075","3.050","2.950","2"
"1","cowbell","1.041","2.950","3.100","2"
"1","cowboys","2.365","2.900","3.400","2"
"1","cowcatcher","#","3.950","4.600","3"
"1","cowering","1.176","1.950","1.800","2"
"1","cowgirl","1.785","2.900","3.600","2"
"1","cowhands","1.079","3.000","3.550","2"
"1","cowherd","#","2.650","3.050","2"
"1","cowhide","0.903","2.800","3.150","2"
"1","cowl","0.778","1.400","1.550","1"
"1","cowlick","0.699","2.850","2.900","2"
"1","cows","2.682","1.500","1.400","1"
"1","cowshed","0.477","2.600","3.250","2"
"1","coy","1.949","1.150","1.350","1"
"1","coyotes","2.025","2.850","2.700","3"
"1","crab","2.548","1.550","1.300","1"
"1","crabby","1.681","1.950","1.650","2"
"1","crabgrass","0.845","4.000","4.000","2"
"1","crack","3.224","1.600","1.000","1"
"1","crackdown","1.041","3.700","3.550","2"
"1","cracked","2.693","1.750","1.400","1"
"1","cracker","2.470","1.850","1.750","2"
"1","crackle","1.556","1.850","1.850","2"
"1","crackpot","1.699","2.900","3.450","2"
"1","crackpots","1.041","3.400","3.700","2"
"1","cracks","2.401","1.850","1.400","1"
"1","crackup","0.903","2.650","2.100","2"
"1","cradle","2.164","1.900","1.850","2"
"1","cradles","1.041","2.050","2.450","2"
"1","crafter","0.301","1.900","2.050","2"
"1","crafts","1.851","1.800","1.700","1"
"1","craftsman","1.681","3.700","3.900","2"
"1","craftsmanship","1.518","5.050","5.350","3"
"1","craftsmen","1.362","3.650","3.900","2"
"1","crag","1.301","1.550","1.300","1"
"1","Craig","2.563","1.950","1.700","1"
"1","crammed","1.756","1.950","1.600","1"
"1","cramp","2.158","1.550","1.550","1"
"1","cramps","1.940","1.700","1.700","1"
"1","crane's","#","#","#","1"
"1","cranelike","#","3.600","3.250","2"
"1","cranium","1.613","2.800","2.750","2"
"1","cranky","2.236","1.900","1.850","2"
"1","crannies","1.000","2.850","1.900","2"
"1","crap","3.499","1.350","1.000","1"
"1","crappy","2.405","1.950","1.650","2"
"1","craps","2.193","1.400","1.350","1"
"1","crash","3.165","1.650","1.200","1"
"1","crashed","2.726","1.750","1.600","1"
"1","crasher","1.176","1.850","1.800","2"
"1","crashes","2.053","1.850","1.900","2"
"1","crassness","0.301","2.900","2.650","2"
"1","crate","2.322","1.450","1.250","1"
"1","crates","1.982","1.700","1.700","1"
"1","cravat","1.987","2.650","2.800","2"
"1","craven","1.591","1.800","1.900","2"
"1","crawl","2.789","1.750","1.600","1"
"1","crawled","2.308","1.800","1.750","1"
"1","crawler","1.230","2.050","1.900","2"
"1","crawls","1.724","1.950","1.850","1"
"1","crawlspace","1.146","4.750","4.200","2"
"1","crayfish","0.477","3.250","3.150","2"
"1","crayon","1.342","2.550","1.850","2"
"1","crayons","1.792","2.700","2.050","2"
"1","craze","1.724","1.650","1.050","1"
"1","crazily","0.778","2.800","2.800","3"
"1","crazing","#","1.850","1.650","2"
"1","crazy","4.143","1.950","1.900","2"
"1","creak","1.431","1.600","1.050","1"
"1","creaks","1.763","1.650","1.350","1"
"1","creaky","1.114","1.800","1.600","2"
"1","cream","3.395","1.650","1.300","1"
"1","creamed","1.919","1.700","1.600","1"
"1","creamery","0.845","2.750","2.850","3"
"1","creams","1.544","1.700","1.650","1"
"1","creamy","1.785","1.800","1.650","2"
"1","crease","1.845","1.750","1.350","1"
"1","creases","1.230","1.750","1.900","2"
"1","created","3.078","1.550","2.050","3"
"1","creates","2.295","1.800","1.900","2"
"1","creativeness","#","4.350","4.500","4"
"1","creativity","1.987","3.400","4.800","5"
"1","creator","2.155","2.100","1.850","3"
"1","creators","1.380","2.400","2.250","3"
"1","credence","1.342","2.800","2.750","2"
"1","credibility","2.215","3.850","3.800","5"
"1","credible","1.929","2.650","2.400","3"
"1","credibly","0.699","2.850","2.750","3"
"1","creditable","0.778","3.100","3.150","4"
"1","creditor","0.903","2.500","2.550","3"
"1","creditors","1.643","2.600","2.650","3"
"1","credits","2.228","2.650","2.750","2"
"1","credo","1.544","1.950","2.000","2"
"1","credulousness","#","5.300","4.900","4"
"1","creeds","0.954","1.800","1.800","1"
"1","creek","2.658","1.650","1.050","1"
"1","creeks","1.000","1.700","1.350","1"
"1","creep","2.759","1.750","1.350","1"
"1","creeper","1.580","2.050","1.750","2"
"1","creeps","2.516","1.800","1.600","1"
"1","creepy","2.755","1.900","1.750","2"
"1","cremate","1.301","2.250","2.350","2"
"1","cremation","1.623","2.800","2.800","3"
"1","crematorium","1.301","4.600","4.850","4"
"1","crematory","1.176","2.900","3.700","4"
"1","crepe","1.633","1.950","1.300","1"
"1","crestfallen","0.845","4.900","5.600","3"
"1","crests","0.903","1.850","1.850","1"
"1","cretaceous","1.114","3.900","3.450","3"
"1","crevasse","0.602","3.050","2.750","2"
"1","crew's","#","#","#","1"
"1","crewmember","#","4.300","4.650","3"
"1","crewmen","1.544","2.800","1.950","2"
"1","crews","2.225","1.850","1.350","1"
"1","cribs","1.415","1.800","1.850","1"
"1","crick","1.973","1.600","1.250","1"
"1","crickets","1.851","2.200","2.550","2"
"1","cried","2.821","1.700","1.350","1"
"1","cries","2.553","1.500","1.450","1"
"1","crime","3.560","1.650","1.450","1"
"1","crimes","2.772","1.650","1.700","1"
"1","criminality","0.845","3.800","4.450","5"
"1","criminals","2.788","3.350","3.600","3"
"1","crimson","1.833","2.950","2.750","2"
"1","cringed","0.699","1.850","2.500","1"
"1","cringing","1.041","1.850","2.850","2"
"1","crinkle","1.041","2.100","2.100","2"
"1","crinkles","0.778","2.600","2.450","2"
"1","crippled","2.324","2.200","1.850","2"
"1","crippling","1.580","2.550","2.300","3"
"1","crises","1.447","1.650","2.550","2"
"1","crisis","2.929","2.000","2.600","2"
"1","crisply","0.301","2.550","2.700","2"
"1","crispness","0.477","3.350","2.850","2"
"1","crisscross","1.000","4.650","3.550","2"
"1","critic","2.286","2.400","1.950","2"
"1","critic's","#","#","#","2"
"1","criticality","#","3.600","4.550","5"
"1","criticisms","1.230","4.050","4.350","4"
"1","critters","1.903","2.250","1.850","2"
"1","croaked","1.398","1.850","1.650","1"
"1","croaking","1.041","1.950","1.850","2"
"1","croaks","1.279","1.850","1.450","1"
"1","crochet","0.954","2.600","2.050","2"
"1","crock","2.017","1.550","1.350","1"
"1","crocked","1.079","1.700","1.600","1"
"1","crockery","0.778","2.500","2.700","3"
"1","crocus","0.602","2.100","1.950","2"
"1","Cromwell's","#","#","#","2"
"1","Cromwellian","#","5.100","4.800","3"
"1","cronies","1.255","2.200","2.250","2"
"1","crook","2.462","1.650","1.500","1"
"1","crooks","2.188","1.800","1.600","1"
"1","crooning","1.000","1.950","1.950","2"
"1","crop","2.396","1.500","1.450","1"
"1","cropped","1.146","1.800","1.650","1"
"1","cropper","1.204","1.800","1.800","2"
"1","cropping","0.903","1.850","1.850","2"
"1","cross","3.448","1.700","1.750","1"
"1","crossbars","#","3.250","3.500","2"
"1","crossbeam","0.477","3.600","3.400","2"
"1","crossbow","1.756","3.400","2.850","2"
"1","crosscheck","0.699","4.350","4.100","2"
"1","crosscountry","#","5.650","5.750","3"
"1","crosscurrent","0.301","5.000","5.600","3"
"1","crossed","2.942","1.950","1.700","1"
"1","crossings","0.903","2.850","2.600","2"
"1","crossroad","1.000","3.400","3.150","2"
"1","crosswind","0.903","3.300","3.600","2"
"1","crosswise","0.301","3.500","3.350","2"
"1","crotchety","1.146","3.650","3.450","3"
"1","crouch","1.591","1.850","1.750","1"
"1","crouching","1.431","2.750","2.550","2"
"1","crouton","1.146","2.800","2.650","2"
"1","crow","2.358","1.450","1.400","1"
"1","crowbar","1.826","2.900","3.550","2"
"1","crowded","2.660","1.900","1.900","2"
"1","crowding","1.763","1.950","1.950","2"
"1","crowds","2.255","1.850","1.850","1"
"1","crowed","1.146","1.800","1.350","1"
"1","crowing","1.204","1.850","1.850","2"
"1","crown","2.845","1.500","1.600","1"
"1","crowning","1.792","1.650","1.750","2"
"1","crows","2.152","1.400","1.050","1"
"1","crucial","2.371","2.800","2.400","2"
"1","crucible","1.000","2.750","2.750","3"
"1","crucified","1.903","3.100","3.000","3"
"1","crucifixion","1.591","4.900","4.750","4"
"1","crucifying","1.230","3.500","3.400","4"
"1","crudely","1.000","2.600","2.150","2"
"1","crudest","0.602","2.500","2.350","2"
"1","cruel","2.972","1.950","1.900","1"
"1","cruelly","1.398","2.750","2.000","2"
"1","cruelty","2.223","2.750","2.650","2"
"1","cruise","2.797","1.850","1.350","1"
"1","cruisers","1.580","2.550","2.000","2"
"1","cruises","1.477","1.750","1.850","2"
"1","cruising","2.155","2.350","1.850","2"
"1","crumb","1.968","2.000","1.500","1"
"1","crumbly","0.845","2.400","2.400","3"
"1","crumpled","1.447","2.300","2.300","2"
"1","crunch","2.255","1.800","1.750","1"
"1","crusade","2.290","2.700","2.800","2"
"1","crush","2.933","1.800","1.650","1"
"1","crushed","2.635","1.800","1.750","1"
"1","crusher","1.756","2.050","1.900","2"
"1","crushers","0.845","2.450","1.950","2"
"1","crust","2.223","1.750","1.600","1"
"1","crusty","1.740","1.850","1.800","2"
"1","crutch","1.833","1.850","1.800","1"
"1","crutches","1.924","2.450","1.950","2"
"1","crux","1.204","2.000","1.650","1"
"1","cry","3.525","1.700","1.150","1"
"1","crybaby","1.833","3.300","4.600","3"
"1","crying","3.433","1.850","1.750","2"
"1","cryptogram","0.301","4.600","4.750","3"
"1","cryptographic","#","4.850","5.200","4"
"1","cryptography","1.079","4.300","4.400","4"
"1","crystallite","#","4.300","3.650","3"
"1","crystallographers","#","7.250","7.050","5"
"1","crystallography","0.301","6.200","6.100","5"
"1","cub's","#","#","#","1"
"1","Cuba","2.593","1.700","2.000","2"
"1","Cuba's","#","#","#","2"
"1","cubbyhole","0.778","4.650","3.850","3"
"1","cubism","0.845","2.550","3.350","3"
"1","cud","1.146","1.450","1.100","1"
"1","cudgels","0.301","2.900","2.900","2"
"1","cue","2.600","1.350","1.000","1"
"1","cuff","2.465","1.700","1.150","1"
"1","cuisine","2.000","2.750","2.600","2"
"1","culinary","1.792","3.050","2.950","4"
"1","cull","0.699","1.300","1.000","1"
"1","culminating","1.114","3.200","3.300","4"
"1","culmination","1.342","2.900","3.150","4"
"1","culpable","1.041","2.800","2.800","3"
"1","culprits","1.342","3.450","3.350","2"
"1","cultist","#","2.750","2.800","2"
"1","cultivable","#","3.700","3.950","4"
"1","cultivates","0.602","3.050","3.550","3"
"1","cultivating","1.279","3.400","3.600","4"
"1","cults","1.532","1.850","1.800","1"
"1","culturally","1.505","3.750","4.050","4"
"1","culture","2.853","2.300","2.250","2"
"1","culture's","#","#","#","2"
"1","cultures","2.217","2.600","2.450","2"
"1","culvert","1.301","2.850","2.550","2"
"1","cumbersome","1.204","4.800","4.000","3"
"1","cumin","1.230","2.000","1.950","2"
"1","cummerbund","0.954","4.900","4.600","3"
"1","cumulate","#","2.750","3.600","3"
"1","cumulative","1.079","3.600","4.900","4"
"1","cumulus","1.204","3.100","3.500","3"
"1","cuneiform","0.845","3.850","5.250","3"
"1","cunnilingus","1.079","4.850","5.750","4"
"1","cunningly","1.079","3.350","2.800","3"
"1","cup","3.421","1.400","1.050","1"
"1","cupbearer","#","3.800","4.600","3"
"1","cupboard","2.107","2.850","1.850","2"
"1","cupcake","2.225","3.350","3.300","2"
"1","cups","2.514","1.500","1.350","1"
"1","curate","0.778","1.950","2.250","2"
"1","curbing","0.845","1.800","1.850","2"
"1","curbs","0.778","1.750","1.700","1"
"1","curbside","0.903","2.800","3.950","2"
"1","curds","0.699","1.700","1.600","1"
"1","cure","3.027","1.150","1.700","1"
"1","cures","1.826","1.450","1.800","1"
"1","curious","3.127","2.300","2.450","2"
"1","curiously","1.556","2.750","3.350","3"
"1","curler","0.778","1.850","1.900","2"
"1","curlers","1.255","1.900","2.000","2"
"1","curlicue","#","3.500","3.950","3"
"1","curly","2.470","1.750","1.550","2"
"1","currants","0.477","2.700","2.600","2"
"1","currencies","0.602","3.750","3.400","3"
"1","currency","2.272","3.000","2.550","3"
"1","current","2.939","2.400","2.600","2"
"1","currently","2.546","3.100","3.100","3"
"1","currents","1.940","2.550","2.600","2"
"1","curricula","0.477","3.650","3.550","4"
"1","curricular","0.602","3.900","4.200","4"
"1","curriculums","#","5.100","4.600","4"
"1","curry","2.097","1.750","1.750","2"
"1","curse","2.969","1.600","1.250","1"
"1","cursed","2.578","1.700","1.450","1"
"1","curses","1.919","1.650","1.850","2"
"1","cursing","1.959","1.700","1.750","2"
"1","cursive","0.699","2.500","2.250","2"
"1","cursory","1.204","2.850","2.800","3"
"1","curt","2.137","1.450","1.250","1"
"1","curtains","2.508","2.550","2.250","2"
"1","curtness","#","2.900","2.550","2"
"1","curvaceous","0.845","3.800","3.250","3"
"1","curvaceously","#","4.550","4.200","4"
"1","curvature","1.114","3.450","3.850","3"
"1","curve","2.373","1.700","1.400","1"
"1","curved","1.505","1.700","1.750","1"
"1","cushion","2.045","2.750","1.900","2"
"1","cushioning","#","3.700","2.750","3"
"1","cushy","1.568","1.800","1.800","2"
"1","cuss","1.740","1.550","1.000","1"
"1","custard","1.813","2.700","1.750","2"
"1","Custer","#","1.600","1.450","2"
"1","Custer's","#","#","#","2"
"1","custodian","1.699","3.500","3.700","3"
"1","custody","2.993","2.900","2.750","3"
"1","custom","2.501","2.600","1.850","2"
"1","customarily","0.602","4.700","5.550","5"
"1","customer","2.890","2.650","2.700","3"
"1","customer's","#","#","#","3"
"1","customers","2.988","3.200","3.400","3"
"1","customhouse","#","4.600","4.650","3"
"1","customs","2.514","2.750","2.350","2"
"1","cut","4.069","1.150","1.000","1"
"1","cutaway","0.699","2.800","3.850","3"
"1","cute","3.651","1.500","1.550","1"
"1","cutest","2.225","2.000","2.550","2"
"1","cutlery","1.279","2.400","2.900","3"
"1","cutlet","1.279","1.950","2.350","2"
"1","cutlets","1.322","2.300","2.650","2"
"1","cutouts","0.954","2.750","3.550","2"
"1","cuts","2.766","1.300","1.300","1"
"1","cutters","1.778","1.850","1.700","2"
"1","cutting","3.052","1.800","1.450","2"
"1","cuttings","0.903","2.550","1.850","2"
"1","cybernetic","1.255","4.750","5.300","4"
"1","Cyclades","#","2.950","2.950","3"
"1","cycles","1.826","2.400","1.900","2"
"1","cyclical","0.954","2.900","3.250","3"
"1","cyclist","0.778","2.800","2.850","2"
"1","cyclone","1.398","2.850","2.650","2"
"1","cyclorama","#","4.650","5.550","4"
"1","cyclotron","0.699","4.350","4.750","3"
"1","cylinder","1.909","2.800","2.350","3"
"1","cylinder's","#","#","#","3"
"1","cylinders","1.740","2.800","2.450","3"
"1","cymbal","1.146","2.850","1.750","2"
"1","cynically","0.845","2.800","2.450","3"
"1","cypress","1.591","2.500","2.550","2"
"1","cytolysis","#","4.150","4.050","4"
"1","cytoplasm","0.699","4.300","5.250","4"
"1","Czechoslovakia","1.591","7.889","8.100","5"
"1","dabbing","0.778","1.900","1.750","2"
"1","dabble","1.477","1.700","1.600","2"
"1","dabbled","1.114","1.750","1.700","2"
"1","dachshund","1.279","4.750","3.900","2"
"1","dactyls","#","3.200","2.800","2"
"1","dad","4.413","1.150","1.000","1"
"1","daffodil","1.041","4.100","3.150","3"
"1","dagger","2.401","1.900","1.900","2"
"1","daguerreotype","0.699","7.200","4.900","4"
"1","dairy","2.155","1.750","1.000","2"
"1","dairyman","#","3.250","2.550","3"
"1","daisies","1.898","2.550","1.900","2"
"1","dales","1.000","1.500","1.000","1"
"1","Dali","1.041","1.800","1.000","2"
"1","dalliance","1.079","3.050","2.800","2"
"1","dally","1.602","1.600","1.350","2"
"1","dam","2.468","1.000","1.000","1"
"1","damaged","2.667","2.500","2.600","2"
"1","damages","2.310","2.500","2.550","3"
"1","Damascus","1.672","3.700","3.850","3"
"1","dame","2.847","1.050","1.000","1"
"1","dammed","1.041","1.850","1.350","1"
"1","damn","4.160","1.650","1.000","1"
"1","damned","2.954","1.900","1.350","1"
"1","damning","1.362","1.900","1.700","2"
"1","damp","2.176","1.450","1.400","1"
"1","dampen","1.230","1.950","1.900","2"
"1","dampened","0.903","2.650","2.400","2"
"1","dampness","0.903","2.900","2.850","2"
"1","dams","1.342","1.600","1.250","1"
"1","Dan","3.274","1.000","1.000","1"
"1","Dana's","#","#","#","2"
"1","dance","3.878","1.650","1.600","1"
"1","dancelike","#","3.700","3.100","2"
"1","dances","2.481","1.700","1.850","2"
"1","dandelion","1.204","3.850","4.400","3"
"1","dandy","2.352","1.650","1.350","2"
"1","Dane","2.201","1.000","1.000","1"
"1","danger","3.348","1.650","2.100","2"
"1","dangerously","1.924","4.150","4.700","4"
"1","dangers","2.117","1.800","2.400","2"
"1","dangled","1.041","1.850","1.800","2"
"1","Daniel","3.048","2.000","2.450","2"
"1","Danish","2.049","1.900","2.000","2"
"1","dank","1.462","1.350","1.400","1"
"1","Danny","3.618","1.800","1.450","2"
"1","Dante","2.422","1.800","2.150","2"
"1","Dante's","#","#","#","2"
"1","Danube","1.505","2.650","2.950","2"
"1","Daphne","2.951","2.900","1.900","2"
"1","dapper","1.462","1.900","1.700","2"
"1","dapple","#","1.900","1.800","2"
"1","dare","3.451","1.000","1.000","1"
"1","daredevil","1.532","4.700","4.750","3"
"1","daring","2.332","1.650","1.550","2"
"1","dark","3.655","1.500","1.400","1"
"1","darken","1.322","1.950","1.850","2"
"1","darkened","1.613","2.550","2.500","2"
"1","darkening","1.041","2.700","2.700","3"
"1","darker","2.149","1.850","1.850","2"
"1","darkly","0.903","2.150","2.100","2"
"1","darkroom","1.653","3.300","3.400","2"
"1","Darlene","#","2.650","2.150","2"
"1","darling","3.821","1.850","1.900","2"
"1","dart","1.996","1.400","1.400","1"
"1","dartboard","0.845","3.150","3.400","2"
"1","darted","0.477","1.750","1.800","2"
"1","Dartmouth","#","4.300","2.950","2"
"1","Darwin","2.079","2.400","2.550","2"
"1","Darwinism","1.230","3.800","4.550","4"
"1","dash","2.490","1.450","1.000","1"
"1","dashboard","1.708","3.300","2.850","2"
"1","dashed","1.672","1.700","1.650","1"
"1","dashing","2.064","1.850","1.650","2"
"1","data","3.116","1.900","1.750","2"
"1","date","3.858","1.000","1.000","1"
"1","dates","2.969","1.500","1.450","1"
"1","daubed","#","1.900","1.850","1"
"1","daughter","3.942","2.700","1.800","2"
"1","daughter's","#","#","#","2"
"1","dauntless","0.903","2.800","2.700","2"
"1","Dave","3.342","1.250","1.150","1"
"1","Dave's","#","#","#","1"
"1","Davenport","2.258","3.950","4.700","3"
"1","David","3.716","1.950","2.000","2"
"1","dawn","3.115","1.500","1.000","1"
"1","dawns","1.447","1.800","1.500","1"
"1","day","4.612","1.150","1.000","1"
"1","daybreak","1.851","3.650","3.450","2"
"1","days","4.193","1.550","1.000","1"
"1","daytime","2.288","2.800","2.800","2"
"1","dazed","1.591","1.750","1.650","1"
"1","dazzled","1.447","2.200","1.800","2"
"1","deacon","2.167","2.200","1.750","2"
"1","deactivation","1.079","3.500","3.950","5"
"1","dead","4.360","1.400","1.000","1"
"1","deaden","0.954","1.900","1.800","2"
"1","deadened","0.699","2.650","2.350","2"
"1","deadheads","0.602","3.800","3.450","2"
"1","deadlines","1.518","2.500","2.750","2"
"1","deadliness","0.301","2.650","2.900","3"
"1","deadpan","0.778","2.850","3.200","2"
"1","deadweight","0.778","4.150","3.000","2"
"1","deadwood","1.887","3.500","2.950","2"
"1","deaf","2.870","1.750","1.400","1"
"1","deal","4.125","1.050","1.000","1"
"1","dealer","2.920","1.800","1.600","2"
"1","dealer's","#","#","#","2"
"1","dealerships","1.279","4.350","4.250","3"
"1","dealings","1.973","2.050","1.850","2"
"1","dealt","2.580","1.900","1.100","1"
"1","dear","4.057","1.100","1.000","1"
"1","dearest","2.560","2.200","1.900","2"
"1","dearie","1.982","2.000","1.350","2"
"1","dearly","2.398","1.700","1.700","2"
"1","deary","1.301","1.700","1.350","2"
"1","death","4.043","1.850","1.500","1"
"1","deathbed","1.839","3.000","3.150","2"
"1","deathly","1.462","2.700","1.900","2"
"1","deaths","2.594","1.900","1.750","1"
"1","deathwatch","1.146","4.800","4.700","2"
"1","debacle","1.544","2.850","3.000","3"
"1","debark","0.602","2.400","2.650","2"
"1","debarkation","0.602","3.300","3.700","4"
"1","debatable","1.380","2.950","3.350","4"
"1","debate","2.677","1.800","1.900","2"
"1","debates","1.431","2.200","2.300","2"
"1","debating","1.924","2.000","2.300","3"
"1","debauchery","1.380","4.350","4.400","4"
"1","debilitate","#","3.350","3.800","4"
"1","debilitated","0.903","3.700","4.100","5"
"1","debilitating","1.477","3.800","4.350","5"
"1","debility","#","2.750","2.750","4"
"1","debris","2.204","2.500","2.100","2"
"1","debt","2.861","1.750","1.000","1"
"1","debtor","1.230","2.400","1.650","2"
"1","debts","2.494","1.900","1.250","1"
"1","debug","1.041","2.300","3.350","2"
"1","debunking","0.477","2.950","4.400","3"
"1","debut","2.124","1.850","2.800","2"
"1","debuting","0.301","2.500","2.950","3"
"1","debuts","0.699","2.300","2.750","2"
"1","decade","2.394","1.850","2.150","2"
"1","decadence","1.477","3.150","3.400","3"
"1","decades","2.305","2.100","2.750","2"
"1","decamp","0.301","2.400","2.750","2"
"1","decapitate","1.301","3.600","3.900","4"
"1","decapitation","1.279","3.550","4.750","5"
"1","decathlon","1.322","3.850","3.950","3"
"1","Decatur","#","2.950","2.750","3"
"1","decay","2.025","1.800","1.850","2"
"1","decease","0.477","2.300","1.750","2"
"1","decedent","1.380","2.650","3.150","3"
"1","deceitful","1.771","3.850","2.900","3"
"1","deceive","2.243","2.050","1.800","2"
"1","deceiving","1.954","2.600","2.500","3"
"1","decelerate","0.699","3.250","3.800","4"
"1","deceleration","0.845","3.050","3.550","5"
"1","December","2.589","2.950","2.650","3"
"1","decent","3.156","1.750","2.650","2"
"1","decentralization","0.301","4.600","5.950","6"
"1","decentralize","#","4.250","5.200","4"
"1","decentralizing","#","5.200","6.150","5"
"1","deception","2.207","2.350","2.150","3"
"1","deceptive","1.431","2.600","2.650","3"
"1","deceptively","0.699","3.750","3.700","4"
"1","decertify","#","3.550","4.750","4"
"1","decibel","1.041","2.800","3.550","3"
"1","decide","3.410","1.750","1.700","2"
"1","decided","3.655","1.900","1.900","3"
"1","decidedly","1.591","3.600","3.450","4"
"1","deciduous","0.699","3.650","3.650","3"
"1","decimal","1.633","2.700","2.850","3"
"1","decimals","0.699","2.950","3.550","3"
"1","decimate","1.000","2.700","2.450","3"
"1","decimation","0.699","2.600","2.250","4"
"1","decipher","1.944","2.900","2.700","3"
"1","decision","3.449","2.400","2.350","3"
"1","decisive","1.826","2.600","2.600","3"
"1","decisively","0.845","3.500","3.450","4"
"1","decisiveness","0.301","4.050","4.050","4"
"1","deck","3.084","1.600","1.000","1"
"1","deckhand","1.000","3.550","3.900","2"
"1","decking","0.699","1.900","1.800","2"
"1","decks","2.117","1.700","1.150","1"
"1","declamatory","#","3.750","4.100","5"
"1","declarations","1.146","3.100","2.800","4"
"1","declarative","#","3.650","4.000","4"
"1","declaratory","0.699","3.650","4.200","5"
"1","declare","2.588","2.400","2.450","2"
"1","declination","0.778","2.600","2.400","4"
"1","declinations","#","2.950","2.600","4"
"1","decline","2.185","1.950","2.200","2"
"1","declines","1.146","2.400","2.500","2"
"1","declivity","#","3.250","3.400","4"
"1","decode","1.748","1.900","2.900","2"
"1","decolonization","#","4.750","4.800","6"
"1","decomposing","1.491","3.800","4.450","4"
"1","decomposition","1.431","4.050","4.450","5"
"1","decompress","1.447","3.650","4.500","3"
"1","decongestant","0.301","4.950","6.100","4"
"1","decontaminate","0.301","4.650","5.950","5"
"1","decontamination","1.398","4.350","6.050","6"
"1","decorating","2.057","2.750","3.000","4"
"1","decoration","1.978","2.350","2.250","4"
"1","decorations","2.143","2.700","2.600","4"
"1","decorative","1.653","2.750","3.900","4"
"1","decorativeness","#","5.100","5.500","5"
"1","decorator","2.033","2.750","3.150","4"
"1","decorators","1.176","3.050","3.550","4"
"1","decoy","2.263","1.850","2.800","2"
"1","decrease","1.785","2.400","2.650","2"
"1","decreasing","1.415","2.800","2.700","3"
"1","decree","1.996","2.050","1.700","2"
"1","decreed","1.431","2.250","1.900","2"
"1","decreeing","0.301","2.900","2.400","3"
"1","decrees","1.255","2.200","1.850","2"
"1","decried","#","1.900","1.850","2"
"1","decry","#","1.850","2.100","2"
"1","dedicated","2.620","2.300","2.450","4"
"1","dedication","2.240","2.350","2.200","4"
"1","deduce","1.477","1.750","1.950","2"
"1","deduced","1.322","2.100","2.250","2"
"1","deducible","#","3.400","3.400","4"
"1","deducing","0.477","2.600","2.700","3"
"1","deduct","1.748","2.200","2.350","2"
"1","deductibility","#","4.800","5.100","6"
"1","deductibles","0.477","3.800","4.350","4"
"1","deduction","1.944","2.150","2.300","3"
"1","deductions","1.477","2.500","2.600","3"
"1","deductive","1.279","2.600","2.500","3"
"1","deeds","2.621","1.700","1.450","1"
"1","deem","1.491","1.750","1.000","1"
"1","deep","3.591","1.500","1.050","1"
"1","deepened","0.602","2.650","2.250","2"
"1","deepening","1.079","2.850","2.700","3"
"1","deepest","2.393","2.500","2.200","2"
"1","deeply","2.868","2.250","2.000","2"
"1","deer","2.648","1.350","1.000","1"
"1","deerskin","0.301","3.400","2.700","2"
"1","deerstalker","0.477","4.750","4.250","3"
"1","defacement","0.301","3.150","3.150","3"
"1","defamation","1.477","2.750","2.400","4"
"1","defame","0.301","2.200","1.950","2"
"1","default","1.716","2.850","2.600","2"
"1","defaulted","0.699","3.100","2.900","3"
"1","defeat","2.764","1.900","1.850","2"
"1","defeating","1.491","2.550","2.200","3"
"1","defeatism","0.602","3.250","4.000","4"
"1","defeatists","#","3.700","3.750","3"
"1","defecated","1.000","2.500","2.650","4"
"1","defecation","0.602","2.400","2.200","4"
"1","defection","1.301","1.800","2.050","3"
"1","defector","1.398","2.500","2.550","3"
"1","defects","1.792","2.000","2.750","2"
"1","defend","2.982","1.900","1.750","2"
"1","defender","2.185","2.350","2.000","3"
"1","defenders","1.580","2.650","2.450","3"
"1","defending","2.602","2.550","2.300","3"
"1","defends","1.699","2.050","2.400","2"
"1","defenseless","1.839","4.300","3.500","3"
"1","defensible","1.114","3.400","3.300","4"
"1","defensiveness","0.301","4.400","4.250","4"
"1","deference","1.301","2.450","2.500","3"
"1","deferential","0.778","3.350","3.700","4"
